Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_geschaedigter_Personen_Total,<10 Jahre,10 - 19 Jahre,20 - 29 Jahre,30 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2013,Drohung (Art. 180),weiblich,Alle,,,,,3331,21,223.0,978.0,1023.0,717,270,72,27
2013,Drohung (Art. 180),weiblich,   Partnerschaft,,,,,1781,0,39.0,539.0,611.0,408,144,29,11
2013,Drohung (Art. 180),weiblich,   ehemalige Partnerschaft,,,,,1178,0,77.0,380.0,382.0,254,65,17,3
2013,Drohung (Art. 180),weiblich,   Eltern-Kind-Beziehung,,,,,252,20,85.0,32.0,16.0,41,37,14,7
2013,Drohung (Art. 180),weiblich,   andere Verwandtschaftsbeziehung,,,,,192,1,25.0,56.0,38.0,25,28,13,6
2013,Nötigung (Art. 181),Total,Alle,714.0,731.0,51.0,146.0,709,6,62.0,200.0,187.0,153,67,26,8
2013,Nötigung (Art. 181),männlich,Alle,,,,,94,3,9.0,8.0,15.0,28,16,11,4
2013,Nötigung (Art. 181),männlich,   Partnerschaft,,,,,28,0,0.0,3.0,4.0,12,4,4,1
2013,Nötigung (Art. 181),männlich,   ehemalige Partnerschaft,,,,,30,0,0.0,3.0,7.0,13,6,1,0
2013,Nötigung (Art. 181),männlich,   Eltern-Kind-Beziehung,,,,,16,3,7.0,1.0,1.0,0,1,1,2
2013,Nötigung (Art. 181),männlich,   andere Verwandtschaftsbeziehung,,,,,21,0,2.0,1.0,3.0,3,6,5,1
2013,Nötigung (Art. 181),weiblich,Alle,,,,,615,3,53.0,192.0,172.0,125,51,15,4
2013,Nötigung (Art. 181),weiblich,   Partnerschaft,,,,,282,0,13.0,96.0,88.0,57,20,6,2
2013,Nötigung (Art. 181),weiblich,   ehemalige Partnerschaft,,,,,276,0,22.0,89.0,83.0,61,17,3,1
2013,Nötigung (Art. 181),weiblich,   Eltern-Kind-Beziehung,,,,,35,3,15.0,4.0,0.0,3,5,4,1
2013,Nötigung (Art. 181),weiblich,   andere Verwandtschaftsbeziehung,,,,,31,0,4.0,9.0,2.0,4,10,2,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",Total,Alle,2.0,2.0,1.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung (Art. 183),Total,Alle,111.0,117.0,1.0,13.0,118,10,15.0,50.0,23.0,12,6,1,1
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,Alle,,,,,14,4,4.0,1.0,2.0,1,2,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   Eltern-Kind-Beziehung,,,,,5,3,2.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   andere Verwandtschaftsbeziehung,,,,,5,1,2.0,0.0,0.0,1,1,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,Alle,,,,,104,6,11.0,49.0,21.0,11,4,1,1
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Partnerschaft,,,,,56,0,1.0,29.0,16.0,6,3,0,1
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   ehemalige Partnerschaft,,,,,26,0,4.0,13.0,5.0,4,0,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Eltern-Kind-Beziehung,,,,,18,5,6.0,4.0,0.0,2,0,1,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   andere Verwandtschaftsbeziehung,,,,,10,1,1.0,7.0,0.0,0,1,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),Total,Alle,1.0,1.0,0.0,0.0,1,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),Total,Alle,254.0,300.0,1.0,83.0,289,122,152.0,12.0,3.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,Alle,,,,,61,41,20.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Eltern-Kind-Beziehung,,,,,42,31,11.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   andere Verwandtschaftsbeziehung,,,,,20,11,9.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,Alle,,,,,228,81,132.0,12.0,3.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Partnerschaft,,,,,18,0,18.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   ehemalige Partnerschaft,,,,,10,0,7.0,3.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Eltern-Kind-Beziehung,,,,,127,56,65.0,3.0,3.0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   andere Verwandtschaftsbeziehung,,,,,75,25,44.0,6.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),Total,Alle,2.0,2.0,0.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),Total,Alle,137.0,145.0,7.0,43.0,139,14,29.0,37.0,30.0,21,5,3,0
2013,Sexuelle Nötigung (Art. 189),männlich,Alle,,,,,7,3,1.0,1.0,1.0,0,1,0,0
2013,Sexuelle Nötigung (Art. 189),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Nötigung (Art. 189),männlich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Nötigung (Art. 189),männlich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Nötigung (Art. 189),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Nötigung (Art. 189),weiblich,Alle,,,,,132,11,28.0,36.0,29.0,21,4,3,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   Partnerschaft,,,,,74,0,4.0,27.0,23.0,15,3,2,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   ehemalige Partnerschaft,,,,,25,0,4.0,7.0,6.0,6,1,1,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   Eltern-Kind-Beziehung,,,,,21,8,12.0,1.0,0.0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   andere Verwandtschaftsbeziehung,,,,,12,3,8.0,1.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),Total,Alle,215.0,218.0,11.0,68.0,210,4,29.0,75.0,55.0,36,11,0,0
2013,Vergewaltigung (Art. 190),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),weiblich,Alle,,,,,210,4,29.0,75.0,55.0,36,11,0,0
2013,Vergewaltigung (Art. 190),weiblich,   Partnerschaft,,,,,125,0,6.0,45.0,41.0,25,8,0,0
2013,Vergewaltigung (Art. 190),weiblich,   ehemalige Partnerschaft,,,,,64,0,10.0,26.0,14.0,11,3,0,0
2013,Vergewaltigung (Art. 190),weiblich,   Eltern-Kind-Beziehung,,,,,9,3,6.0,0.0,0.0,0,0,0,0
2013,Vergewaltigung (Art. 190),weiblich,   andere Verwandtschaftsbeziehung,,,,,12,1,7.0,4.0,0.0,0,0,0,0
2013,Schändung (Art. 191),Total,Alle,21.0,24.0,0.0,5.0,22,9,7.0,4.0,0.0,1,1,0,0
2013,Schändung (Art. 191),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Schändung (Art. 191),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schändung (Art. 191),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schändung (Art. 191),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schändung (Art. 191),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Schändung (Art. 191),weiblich,Alle,,,,,21,8,7.0,4.0,0.0,1,1,0,0
2013,Schändung (Art. 191),weiblich,   Partnerschaft,,,,,4,0,1.0,1.0,0.0,1,1,0,0
2013,Schändung (Art. 191),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Schändung (Art. 191),weiblich,   Eltern-Kind-Beziehung,,,,,10,7,2.0,1.0,0.0,0,0,0,0
2013,Schändung (Art. 191),weiblich,   andere Verwandtschaftsbeziehung,,,,,6,1,3.0,2.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),Total,Alle,5.0,5.0,0.0,0.0,5,0,0.0,0.0,2.0,2,0,1,0
2013,Ausnützung der Notlage (Art. 193),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,Alle,,,,,5,0,0.0,0.0,2.0,2,0,1,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Ausnützung der Notlage (Art. 193),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Ausnützung der Notlage (Art. 193),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),Total,Alle,45.0,45.0,0.0,7.0,46,0,10.0,14.0,5.0,14,3,0,0
2013,Sexuelle Belästigungen (Art. 198),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Belästigungen (Art. 198),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Sexuelle Belästigungen (Art. 198),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,Alle,,,,,45,0,10.0,14.0,5.0,14,2,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   Partnerschaft,,,,,11,0,2.0,5.0,0.0,3,1,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   ehemalige Partnerschaft,,,,,21,0,0.0,7.0,3.0,10,1,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   Eltern-Kind-Beziehung,,,,,7,0,5.0,0.0,2.0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   andere Verwandtschaftsbeziehung,,,,,6,0,3.0,2.0,0.0,1,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),Total,Alle,2.0,2.0,0.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Total Häusliche Gewalt,Total,Alle,8474.0,15650.0,127.0,3827.0,8971,400,945.0,2120.0,2389.0,1861,853,275,127
2014,Total Häusliche Gewalt,männlich,Alle,,,,,2263,176,270.0,338.0,464.0,517,309,128,61
2014,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,906,0,7.0,158.0,280.0,248,130,57,26
2014,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,476,0,8.0,93.0,127.0,150,75,20,3
2014,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,531,141,199.0,37.0,11.0,54,51,24,14
2014,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,408,37,61.0,58.0,58.0,78,64,33,19
2014,Total Häusliche Gewalt,weiblich,Alle,,,,,6708,224,675.0,1782.0,1925.0,1344,544,147,66
2014,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,3520,3,99.0,1016.0,1246.0,762,296,65,33
2014,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,1989,0,164.0,627.0,619.0,430,125,19,5
2014,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,829,170,309.0,84.0,42.0,105,75,31,12
2014,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,572,52,126.0,118.0,92.0,74,59,35,16
2014,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,21.0,23.0,0.0,0.0,23,2,1.0,3.0,3.0,4,4,3,3
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,6,1,0.0,0.0,1.0,0,1,1,2
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,4,1,0.0,0.0,0.0,0,1,1,1
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,Alle,,,,,17,1,1.0,3.0,2.0,4,3,2,1
2014,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Partnerschaft,,,,,7,0,0.0,0.0,1.0,2,3,1,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,6,0,0.0,3.0,1.0,2,0,0,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte versucht (Art. 111-113/116),Total,Alle,36.0,39.0,39.0,0.0,40,3,3.0,10.0,6.0,6,8,3,1
2014,Tötungsdelikte versucht (Art. 111-113/116),männlich,Alle,,,,,14,2,1.0,2.0,0.0,4,4,1,0
2014,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Partnerschaft,,,,,6,0,0.0,0.0,0.0,4,2,0,0
2014,Tötungsdelikte versucht (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,6,2,1.0,1.0,0.0,0,1,1,0
2014,Tötungsdelikte versucht (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte versucht (Art. 111-113/116),weiblich,Alle,,,,,26,1,2.0,8.0,6.0,2,4,2,1
2014,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Partnerschaft,,,,,15,0,0.0,4.0,4.0,2,3,1,1
2014,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2014,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,5,1,2.0,0.0,0.0,0,1,1,0
2014,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),Total,Alle,2.0,2.0,2.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2014,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2014,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
