Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_beschuldigter_Personen_Total,<10 Jahre,10 - 19 Jahre,20 - 29 Jahre,30 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2009,Total Häusliche Gewalt,Total,Alle,9450.0,16055.0,136.0,2668.0,9248,0,438.0,2133.0,2791.0,2477,996,301,106
2009,Total Häusliche Gewalt,männlich,Alle,,,,,7476,0,354.0,1709.0,2190.0,2022,859,254,84
2009,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,4435,0,60.0,984.0,1420.0,1248,507,160,53
2009,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,1951,0,74.0,551.0,586.0,491,202,38,8
2009,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,947,0,141.0,131.0,204.0,310,126,29,6
2009,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,616,0,98.0,142.0,107.0,129,84,38,18
2009,Total Häusliche Gewalt,weiblich,Alle,,,,,1772,0,84.0,424.0,601.0,455,137,47,22
2009,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,1001,0,23.0,272.0,378.0,234,64,19,10
2009,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,360,0,6.0,100.0,105.0,113,28,6,1
2009,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,279,0,43.0,33.0,90.0,87,18,7,1
2009,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,181,0,12.0,27.0,47.0,40,30,15,10
2009,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,23.0,25.0,0.0,0.0,24,0,2.0,4.0,4.0,7,5,2,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,14,0,0.0,2.0,1.0,6,3,2,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,9,0,0.0,1.0,0.0,4,3,1,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,4,0,0.0,1.0,0.0,1,1,1,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,Alle,,,,,10,0,2.0,2.0,3.0,1,2,0,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Partnerschaft,,,,,4,0,0.0,0.0,1.0,1,2,0,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,6,0,2.0,2.0,2.0,0,0,0,0
2009,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Tötungsdelikte versucht (Art. 111-113/116),Total,Alle,49.0,54.0,54.0,0.0,50,0,1.0,16.0,13.0,14,1,4,1
2009,Tötungsdelikte versucht (Art. 111-113/116),männlich,Alle,,,,,38,0,1.0,14.0,9.0,11,1,1,1
2009,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Partnerschaft,,,,,23,0,0.0,7.0,6.0,8,1,1,0
2009,Tötungsdelikte versucht (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,6,0,0.0,3.0,1.0,2,0,0,0
2009,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,5,0,0.0,1.0,1.0,3,0,0,0
2009,Tötungsdelikte versucht (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,7,0,1.0,3.0,1.0,1,0,0,1
2009,Tötungsdelikte versucht (Art. 111-113/116),weiblich,Alle,,,,,12,0,0.0,2.0,4.0,3,0,3,0
2009,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Partnerschaft,,,,,9,0,0.0,2.0,2.0,2,0,3,0
2009,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schwere Körperverletzung (Art. 122),Total,Alle,53.0,55.0,3.0,4.0,54,0,3.0,17.0,17.0,10,5,1,1
2009,Schwere Körperverletzung (Art. 122),männlich,Alle,,,,,41,0,2.0,13.0,11.0,8,5,1,1
2009,Schwere Körperverletzung (Art. 122),männlich,   Partnerschaft,,,,,22,0,0.0,8.0,6.0,4,3,1,0
2009,Schwere Körperverletzung (Art. 122),männlich,   ehemalige Partnerschaft,,,,,10,0,1.0,2.0,3.0,3,1,0,0
2009,Schwere Körperverletzung (Art. 122),männlich,   Eltern-Kind-Beziehung,,,,,7,0,0.0,3.0,2.0,1,1,0,0
2009,Schwere Körperverletzung (Art. 122),männlich,   andere Verwandtschaftsbeziehung,,,,,4,0,1.0,0.0,0.0,1,1,0,1
2009,Schwere Körperverletzung (Art. 122),weiblich,Alle,,,,,13,0,1.0,4.0,6.0,2,0,0,0
2009,Schwere Körperverletzung (Art. 122),weiblich,   Partnerschaft,,,,,4,0,1.0,1.0,2.0,0,0,0,0
2009,Schwere Körperverletzung (Art. 122),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Schwere Körperverletzung (Art. 122),weiblich,   Eltern-Kind-Beziehung,,,,,7,0,0.0,2.0,4.0,1,0,0,0
2009,Schwere Körperverletzung (Art. 122),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Einfache Körperverletzung (Art. 123),Total,Alle,2161.0,2345.0,21.0,212.0,2217,0,87.0,510.0,732.0,572,233,60,23
2009,Einfache Körperverletzung (Art. 123),männlich,Alle,,,,,1820,0,72.0,417.0,591.0,465,210,45,20
2009,Einfache Körperverletzung (Art. 123),männlich,   Partnerschaft,,,,,1207,0,17.0,274.0,411.0,307,154,27,17
2009,Einfache Körperverletzung (Art. 123),männlich,   ehemalige Partnerschaft,,,,,334,0,13.0,101.0,114.0,78,25,2,1
2009,Einfache Körperverletzung (Art. 123),männlich,   Eltern-Kind-Beziehung,,,,,211,0,24.0,21.0,56.0,74,29,7,0
2009,Einfache Körperverletzung (Art. 123),männlich,   andere Verwandtschaftsbeziehung,,,,,132,0,19.0,31.0,24.0,33,13,10,2
2009,Einfache Körperverletzung (Art. 123),weiblich,Alle,,,,,397,0,15.0,93.0,141.0,107,23,15,3
2009,Einfache Körperverletzung (Art. 123),weiblich,   Partnerschaft,,,,,243,0,3.0,66.0,84.0,68,12,8,2
2009,Einfache Körperverletzung (Art. 123),weiblich,   ehemalige Partnerschaft,,,,,54,0,1.0,16.0,17.0,17,3,0,0
2009,Einfache Körperverletzung (Art. 123),weiblich,   Eltern-Kind-Beziehung,,,,,66,0,8.0,5.0,33.0,15,3,1,1
2009,Einfache Körperverletzung (Art. 123),weiblich,   andere Verwandtschaftsbeziehung,,,,,37,0,3.0,7.0,9.0,7,5,6,0
2009,Tätlichkeiten (Art. 126),Total,Alle,4454.0,4928.0,0.0,1068.0,4595,0,204.0,1140.0,1436.0,1227,426,118,44
2009,Tätlichkeiten (Art. 126),männlich,Alle,,,,,3691,0,151.0,909.0,1110.0,1010,374,104,33
2009,Tätlichkeiten (Art. 126),männlich,   Partnerschaft,,,,,2610,0,30.0,609.0,840.0,742,273,86,30
2009,Tätlichkeiten (Art. 126),männlich,   ehemalige Partnerschaft,,,,,655,0,26.0,225.0,200.0,150,51,3,0
2009,Tätlichkeiten (Art. 126),männlich,   Eltern-Kind-Beziehung,,,,,417,0,74.0,51.0,87.0,146,48,11,0
2009,Tätlichkeiten (Art. 126),männlich,   andere Verwandtschaftsbeziehung,,,,,165,0,30.0,51.0,27.0,26,20,8,3
2009,Tätlichkeiten (Art. 126),weiblich,Alle,,,,,904,0,53.0,231.0,326.0,217,52,14,11
2009,Tätlichkeiten (Art. 126),weiblich,   Partnerschaft,,,,,599,0,16.0,172.0,236.0,127,33,7,8
2009,Tätlichkeiten (Art. 126),weiblich,   ehemalige Partnerschaft,,,,,113,0,4.0,40.0,35.0,27,4,2,1
2009,Tätlichkeiten (Art. 126),weiblich,   Eltern-Kind-Beziehung,,,,,146,0,25.0,15.0,45.0,52,8,1,0
2009,Tätlichkeiten (Art. 126),weiblich,   andere Verwandtschaftsbeziehung,,,,,58,0,8.0,6.0,13.0,17,8,4,2
2009,Aussetzung (Art. 127),Total,Alle,3.0,3.0,0.0,0.0,3,X,0.0,0.0,0.0,X,X,X,X
2009,Aussetzung (Art. 127),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Aussetzung (Art. 127),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Aussetzung (Art. 127),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Aussetzung (Art. 127),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Aussetzung (Art. 127),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Aussetzung (Art. 127),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Aussetzung (Art. 127),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Aussetzung (Art. 127),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Aussetzung (Art. 127),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Aussetzung (Art. 127),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Gefährdung Leben (Art. 129),Total,Alle,162.0,164.0,2.0,20.0,162,0,4.0,42.0,39.0,41,28,5,3
2009,Gefährdung Leben (Art. 129),männlich,Alle,,,,,151,0,4.0,39.0,38.0,38,24,5,3
2009,Gefährdung Leben (Art. 129),männlich,   Partnerschaft,,,,,112,0,2.0,29.0,31.0,24,19,5,2
2009,Gefährdung Leben (Art. 129),männlich,   ehemalige Partnerschaft,,,,,22,0,0.0,6.0,6.0,8,2,0,0
2009,Gefährdung Leben (Art. 129),männlich,   Eltern-Kind-Beziehung,,,,,13,0,2.0,4.0,1.0,3,3,0,0
2009,Gefährdung Leben (Art. 129),männlich,   andere Verwandtschaftsbeziehung,,,,,8,0,0.0,1.0,0.0,3,3,0,1
2009,Gefährdung Leben (Art. 129),weiblich,Alle,,,,,11,0,0.0,3.0,1.0,3,4,0,0
2009,Gefährdung Leben (Art. 129),weiblich,   Partnerschaft,,,,,5,0,0.0,2.0,1.0,1,1,0,0
2009,Gefährdung Leben (Art. 129),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Gefährdung Leben (Art. 129),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Gefährdung Leben (Art. 129),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),Total,Alle,4.0,4.0,0.0,1.0,4,0,0.0,1.0,1.0,2,0,0,0
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,Alle,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Üble Nachrede (Art. 173),Total,Alle,121.0,124.0,0.0,11.0,127,0,3.0,24.0,36.0,39,16,6,2
2009,Üble Nachrede (Art. 173),männlich,Alle,,,,,66,0,1.0,10.0,16.0,21,11,4,2
2009,Üble Nachrede (Art. 173),männlich,   Partnerschaft,,,,,6,0,0.0,0.0,0.0,2,3,1,0
2009,Üble Nachrede (Art. 173),männlich,   ehemalige Partnerschaft,,,,,37,0,1.0,4.0,14.0,11,4,1,1
2009,Üble Nachrede (Art. 173),männlich,   Eltern-Kind-Beziehung,,,,,8,0,0.0,2.0,1.0,2,1,1,1
2009,Üble Nachrede (Art. 173),männlich,   andere Verwandtschaftsbeziehung,,,,,15,0,0.0,4.0,1.0,6,3,1,0
2009,Üble Nachrede (Art. 173),weiblich,Alle,,,,,61,0,2.0,14.0,20.0,18,5,2,0
2009,Üble Nachrede (Art. 173),weiblich,   Partnerschaft,,,,,15,0,0.0,4.0,3.0,6,2,0,0
2009,Üble Nachrede (Art. 173),weiblich,   ehemalige Partnerschaft,,,,,28,0,0.0,8.0,10.0,8,2,0,0
2009,Üble Nachrede (Art. 173),weiblich,   Eltern-Kind-Beziehung,,,,,4,0,1.0,1.0,0.0,1,0,1,0
2009,Üble Nachrede (Art. 173),weiblich,   andere Verwandtschaftsbeziehung,,,,,14,0,1.0,1.0,7.0,3,1,1,0
2009,Verleumdung (Art. 174),Total,Alle,104.0,107.0,0.0,11.0,114,0,2.0,18.0,30.0,34,15,13,2
2009,Verleumdung (Art. 174),männlich,Alle,,,,,50,0,1.0,8.0,7.0,17,8,8,1
2009,Verleumdung (Art. 174),männlich,   Partnerschaft,,,,,4,0,0.0,0.0,0.0,2,0,2,0
2009,Verleumdung (Art. 174),männlich,   ehemalige Partnerschaft,,,,,25,0,1.0,4.0,6.0,8,3,3,0
2009,Verleumdung (Art. 174),männlich,   Eltern-Kind-Beziehung,,,,,5,0,0.0,1.0,0.0,2,0,1,1
2009,Verleumdung (Art. 174),männlich,   andere Verwandtschaftsbeziehung,,,,,17,0,0.0,3.0,1.0,6,5,2,0
2009,Verleumdung (Art. 174),weiblich,Alle,,,,,64,0,1.0,10.0,23.0,17,7,5,1
2009,Verleumdung (Art. 174),weiblich,   Partnerschaft,,,,,13,0,1.0,1.0,3.0,5,2,1,0
2009,Verleumdung (Art. 174),weiblich,   ehemalige Partnerschaft,,,,,30,0,0.0,7.0,14.0,7,1,1,0
2009,Verleumdung (Art. 174),weiblich,   Eltern-Kind-Beziehung,,,,,5,0,0.0,0.0,1.0,3,0,1,0
2009,Verleumdung (Art. 174),weiblich,   andere Verwandtschaftsbeziehung,,,,,17,0,0.0,2.0,5.0,3,4,2,1
2009,Beschimpfung (Art. 177),Total,Alle,1553.0,1603.0,0.0,213.0,1537,0,54.0,348.0,464.0,428,174,54,14
2009,Beschimpfung (Art. 177),männlich,Alle,,,,,1251,0,41.0,283.0,367.0,348,150,48,13
2009,Beschimpfung (Art. 177),männlich,   Partnerschaft,,,,,744,0,6.0,154.0,236.0,222,87,32,6
2009,Beschimpfung (Art. 177),männlich,   ehemalige Partnerschaft,,,,,376,0,11.0,101.0,116.0,100,38,8,2
2009,Beschimpfung (Art. 177),männlich,   Eltern-Kind-Beziehung,,,,,81,0,19.0,17.0,13.0,18,10,4,0
2009,Beschimpfung (Art. 177),männlich,   andere Verwandtschaftsbeziehung,,,,,97,0,6.0,22.0,15.0,25,19,5,5
2009,Beschimpfung (Art. 177),weiblich,Alle,,,,,286,0,13.0,65.0,97.0,80,24,6,1
2009,Beschimpfung (Art. 177),weiblich,   Partnerschaft,,,,,151,0,3.0,45.0,56.0,38,7,2,0
2009,Beschimpfung (Art. 177),weiblich,   ehemalige Partnerschaft,,,,,72,0,0.0,15.0,23.0,31,3,0,0
2009,Beschimpfung (Art. 177),weiblich,   Eltern-Kind-Beziehung,,,,,20,0,6.0,1.0,7.0,2,2,2,0
2009,Beschimpfung (Art. 177),weiblich,   andere Verwandtschaftsbeziehung,,,,,46,0,4.0,4.0,14.0,9,12,2,1
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),Total,Alle,659.0,670.0,0.0,162.0,643,0,20.0,176.0,185.0,168,78,13,3
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,Alle,,,,,549,0,17.0,157.0,161.0,137,65,10,2
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Partnerschaft,,,,,73,0,0.0,22.0,29.0,13,9,0,0
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   ehemalige Partnerschaft,,,,,429,0,15.0,126.0,128.0,104,47,8,1
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Eltern-Kind-Beziehung,,,,,26,0,2.0,5.0,6.0,9,2,2,0
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   andere Verwandtschaftsbeziehung,,,,,33,0,0.0,9.0,3.0,13,7,0,1
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,Alle,,,,,94,0,3.0,19.0,24.0,31,13,3,1
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Partnerschaft,,,,,13,0,1.0,3.0,4.0,4,1,0,0
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   ehemalige Partnerschaft,,,,,65,0,1.0,11.0,16.0,24,10,3,0
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   andere Verwandtschaftsbeziehung,,,,,16,0,1.0,5.0,4.0,3,2,0,1
2009,Drohung (Art. 180),Total,Alle,4098.0,4303.0,2.0,666.0,3966,0,165.0,924.0,1193.0,1068,455,118,41
2009,Drohung (Art. 180),männlich,Alle,,,,,3469,0,149.0,822.0,1011.0,938,404,110,34
2009,Drohung (Art. 180),männlich,   Partnerschaft,,,,,1970,0,21.0,433.0,624.0,577,232,64,18
2009,Drohung (Art. 180),männlich,   ehemalige Partnerschaft,,,,,1085,0,33.0,308.0,325.0,275,114,25,5
2009,Drohung (Art. 180),männlich,   Eltern-Kind-Beziehung,,,,,340,0,75.0,53.0,56.0,91,50,12,3
2009,Drohung (Art. 180),männlich,   andere Verwandtschaftsbeziehung,,,,,273,0,27.0,66.0,53.0,61,42,15,9
2009,Drohung (Art. 180),weiblich,Alle,,,,,497,0,16.0,102.0,182.0,130,51,8,7
2009,Drohung (Art. 180),weiblich,   Partnerschaft,,,,,276,0,5.0,66.0,117.0,61,21,4,2
2009,Drohung (Art. 180),weiblich,   ehemalige Partnerschaft,,,,,118,0,0.0,24.0,34.0,45,13,0,1
2009,Drohung (Art. 180),weiblich,   Eltern-Kind-Beziehung,,,,,44,0,8.0,2.0,13.0,17,3,1,0
2009,Drohung (Art. 180),weiblich,   andere Verwandtschaftsbeziehung,,,,,68,0,3.0,10.0,20.0,14,14,3,4
2009,Nötigung (Art. 181),Total,Alle,762.0,781.0,32.0,95.0,755,0,27.0,210.0,211.0,188,83,29,6
2009,Nötigung (Art. 181),männlich,Alle,,,,,681,0,27.0,193.0,194.0,165,72,24,6
2009,Nötigung (Art. 181),männlich,   Partnerschaft,,,,,351,0,7.0,107.0,116.0,78,27,13,3
2009,Nötigung (Art. 181),männlich,   ehemalige Partnerschaft,,,,,267,0,9.0,78.0,73.0,65,32,8,2
2009,Nötigung (Art. 181),männlich,   Eltern-Kind-Beziehung,,,,,52,0,8.0,3.0,8.0,22,9,2,0
2009,Nötigung (Art. 181),männlich,   andere Verwandtschaftsbeziehung,,,,,31,0,3.0,8.0,2.0,7,7,3,1
2009,Nötigung (Art. 181),weiblich,Alle,,,,,74,0,0.0,17.0,17.0,23,11,5,0
2009,Nötigung (Art. 181),weiblich,   Partnerschaft,,,,,21,0,0.0,6.0,5.0,7,1,1,0
2009,Nötigung (Art. 181),weiblich,   ehemalige Partnerschaft,,,,,33,0,0.0,7.0,8.0,11,4,3,0
2009,Nötigung (Art. 181),weiblich,   Eltern-Kind-Beziehung,,,,,14,0,0.0,3.0,3.0,5,3,0,0
2009,Nötigung (Art. 181),weiblich,   andere Verwandtschaftsbeziehung,,,,,9,0,0.0,2.0,2.0,1,3,1,0
2009,Freiheitsberaubung und Entführung (Art. 183),Total,Alle,151.0,152.0,3.0,14.0,170,0,4.0,53.0,48.0,35,26,3,1
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,Alle,,,,,153,0,4.0,47.0,44.0,31,24,3,0
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   Partnerschaft,,,,,73,0,1.0,22.0,27.0,11,10,2,0
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   ehemalige Partnerschaft,,,,,53,0,1.0,21.0,12.0,11,8,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   Eltern-Kind-Beziehung,,,,,20,0,2.0,2.0,4.0,7,4,1,0
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   andere Verwandtschaftsbeziehung,,,,,10,0,0.0,3.0,1.0,4,2,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,Alle,,,,,17,0,0.0,6.0,4.0,4,2,0,1
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Partnerschaft,,,,,5,0,0.0,3.0,1.0,1,0,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Eltern-Kind-Beziehung,,,,,6,0,0.0,1.0,2.0,2,1,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   andere Verwandtschaftsbeziehung,,,,,6,0,0.0,2.0,1.0,1,1,0,1
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),Total,Alle,1.0,1.0,0.0,0.0,1,X,0.0,0.0,0.0,X,X,X,X
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
