Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_beschuldigter_Personen_Total,<10 Jahre,10 - 19 Jahre,20 - 29 Jahre,30 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2012,Sexuelle Handlungen mit Kindern (Art. 187),männlich,Alle,,,,,197,0,45.0,31.0,37.0,51,19,10,4
2012,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Partnerschaft,,,,,24,0,6.0,17.0,1.0,0,0,0,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   ehemalige Partnerschaft,,,,,8,0,4.0,4.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Eltern-Kind-Beziehung,,,,,95,0,1.0,3.0,30.0,41,16,4,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   andere Verwandtschaftsbeziehung,,,,,70,0,34.0,7.0,6.0,10,3,6,4
2012,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,Alle,,,,,10,0,0.0,0.0,3.0,5,0,2,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Eltern-Kind-Beziehung,,,,,8,0,0.0,0.0,3.0,5,0,0,0
2012,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),Total,Alle,4.0,4.0,0.0,1.0,4,0,0.0,0.0,0.0,2,2,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,Alle,,,,,4,0,0.0,0.0,0.0,2,2,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Nötigung (Art. 189),Total,Alle,154.0,158.0,4.0,40.0,153,0,18.0,30.0,37.0,41,24,2,1
2012,Sexuelle Nötigung (Art. 189)*,männlich,Alle,,,,,148,0,18.0,29.0,34.0,41,23,2,1
2012,Sexuelle Nötigung (Art. 189)*,männlich,   Partnerschaft,,,,,69,0,3.0,15.0,14.0,25,11,1,0
2012,Sexuelle Nötigung (Art. 189)*,männlich,   ehemalige Partnerschaft,,,,,46,0,8.0,12.0,12.0,10,4,0,0
2012,Sexuelle Nötigung (Art. 189)*,männlich,   Eltern-Kind-Beziehung,,,,,17,0,0.0,1.0,6.0,3,7,0,0
2012,Sexuelle Nötigung (Art. 189)*,männlich,   andere Verwandtschaftsbeziehung,,,,,16,0,7.0,1.0,2.0,3,1,1,1
2012,Sexuelle Nötigung (Art. 189)*,weiblich,Alle,,,,,5,0,0.0,1.0,3.0,0,1,0,0
2012,Sexuelle Nötigung (Art. 189)*,weiblich,   Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Nötigung (Art. 189)*,weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Nötigung (Art. 189)*,weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Nötigung (Art. 189)*,weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Vergewaltigung (Art. 190),Total,Alle,194.0,197.0,15.0,60.0,191,0,14.0,57.0,50.0,47,18,4,1
2012,Vergewaltigung (Art. 190),männlich,Alle,,,,,191,0,14.0,57.0,50.0,47,18,4,1
2012,Vergewaltigung (Art. 190),männlich,   Partnerschaft,,,,,114,0,1.0,34.0,38.0,28,9,3,1
2012,Vergewaltigung (Art. 190),männlich,   ehemalige Partnerschaft,,,,,61,0,6.0,20.0,12.0,17,6,0,0
2012,Vergewaltigung (Art. 190),männlich,   Eltern-Kind-Beziehung,,,,,6,0,0.0,0.0,0.0,3,3,0,0
2012,Vergewaltigung (Art. 190),männlich,   andere Verwandtschaftsbeziehung,,,,,11,0,7.0,3.0,0.0,0,0,1,0
2012,Vergewaltigung (Art. 190),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Vergewaltigung (Art. 190),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Vergewaltigung (Art. 190),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Vergewaltigung (Art. 190),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Vergewaltigung (Art. 190),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Schändung (Art. 191)**,Total,Alle,19.0,20.0,0.0,2.0,19,0,2.0,7.0,2.0,4,3,1,0
2012,Schändung (Art. 191)**,männlich,Alle,,,,,19,0,2.0,7.0,2.0,4,3,1,0
2012,Schändung (Art. 191)**,männlich,   Partnerschaft,,,,,6,0,0.0,3.0,1.0,1,1,0,0
2012,Schändung (Art. 191)**,männlich,   ehemalige Partnerschaft,,,,,6,0,1.0,3.0,0.0,1,1,0,0
2012,Schändung (Art. 191)**,männlich,   Eltern-Kind-Beziehung,,,,,4,0,0.0,1.0,0.0,2,1,0,0
2012,Schändung (Art. 191)**,männlich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2012,Schändung (Art. 191)**,weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Schändung (Art. 191)**,weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Schändung (Art. 191)**,weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Schändung (Art. 191)**,weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Schändung (Art. 191)**,weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,Total,Alle,2.0,2.0,0.0,1.0,2,X,0.0,0.0,0.0,X,X,X,X
2012,Ausnützung der Notlage (Art. 193)***,männlich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Ausnützung der Notlage (Art. 193)***,männlich,   Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Ausnützung der Notlage (Art. 193)***,männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Ausnützung der Notlage (Art. 193)***,weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Belästigungen (Art. 198),Total,Alle,53.0,54.0,1.0,18.0,53,0,1.0,12.0,16.0,11,8,4,1
2012,Sexuelle Belästigungen (Art. 198),männlich,Alle,,,,,51,0,1.0,11.0,16.0,10,8,4,1
2012,Sexuelle Belästigungen (Art. 198),männlich,   Partnerschaft,,,,,12,0,0.0,5.0,0.0,3,3,1,0
2012,Sexuelle Belästigungen (Art. 198),männlich,   ehemalige Partnerschaft,,,,,27,0,1.0,6.0,12.0,4,3,1,0
2012,Sexuelle Belästigungen (Art. 198),männlich,   Eltern-Kind-Beziehung,,,,,5,0,0.0,0.0,2.0,2,1,0,0
2012,Sexuelle Belästigungen (Art. 198),männlich,   andere Verwandtschaftsbeziehung,,,,,7,0,0.0,0.0,2.0,1,1,2,1
2012,Sexuelle Belästigungen (Art. 198),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Belästigungen (Art. 198),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Sexuelle Belästigungen (Art. 198),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Belästigungen (Art. 198),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Sexuelle Belästigungen (Art. 198),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),Total,Alle,6.0,6.0,0.0,1.0,6,0,1.0,2.0,2.0,1,0,0,0
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,Alle,,,,,4,0,1.0,2.0,1.0,0,0,0,0
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2012,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Total Häusliche Gewalt,Total,Alle,8894.0,16495.0,171.0,3584.0,8953,0,416.0,2010.0,2667.0,2360,1057,322,110
2013,Total Häusliche Gewalt,männlich,Alle,,,,,7072,0,332.0,1566.0,2063.0,1852,883,276,90
2013,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,3801,0,58.0,819.0,1181.0,1048,495,150,48
2013,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,2122,0,79.0,570.0,679.0,519,210,52,13
2013,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,889,0,112.0,131.0,188.0,293,131,29,5
2013,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,734,0,99.0,154.0,167.0,134,92,54,26
2013,Total Häusliche Gewalt,weiblich,Alle,,,,,1881,0,84.0,444.0,604.0,508,174,46,20
2013,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,956,0,21.0,238.0,365.0,237,72,17,6
2013,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,446,0,21.0,117.0,140.0,122,40,5,1
2013,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,298,0,29.0,45.0,79.0,111,25,6,3
2013,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,237,0,15.0,53.0,42.0,56,40,20,10
2013,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,22.0,23.0,0.0,0.0,22,0,1.0,1.0,6.0,8,1,3,2
2013,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,21,0,1.0,1.0,5.0,8,1,3,2
2013,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,10,0,0.0,0.0,0.0,5,0,3,2
2013,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,4,0,0.0,0.0,3.0,1,0,0,0
2013,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,5,0,1.0,1.0,1.0,1,1,0,0
2013,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte versucht (Art. 111-113/116),Total,Alle,42.0,44.0,44.0,1.0,43,0,3.0,13.0,8.0,9,6,4,0
2013,Tötungsdelikte versucht (Art. 111-113/116),männlich,Alle,,,,,37,0,3.0,12.0,6.0,8,5,3,0
2013,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Partnerschaft,,,,,16,0,1.0,8.0,1.0,2,3,1,0
2013,Tötungsdelikte versucht (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,13,0,1.0,3.0,3.0,3,2,1,0
2013,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte versucht (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,7,0,0.0,1.0,2.0,3,0,1,0
2013,Tötungsdelikte versucht (Art. 111-113/116),weiblich,Alle,,,,,6,0,0.0,1.0,2.0,1,1,1,0
2013,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),Total,Alle,4.0,4.0,1.0,0.0,4,0,1.0,1.0,0.0,2,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,Alle,,,,,4,0,1.0,1.0,0.0,2,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Schwere Körperverletzung (Art. 122),Total,Alle,71.0,75.0,22.0,3.0,78,0,5.0,28.0,15.0,19,11,0,0
2013,Schwere Körperverletzung (Art. 122),männlich,Alle,,,,,60,0,5.0,21.0,13.0,13,8,0,0
2013,Schwere Körperverletzung (Art. 122),männlich,   Partnerschaft,,,,,31,0,1.0,13.0,6.0,5,6,0,0
2013,Schwere Körperverletzung (Art. 122),männlich,   ehemalige Partnerschaft,,,,,10,0,0.0,3.0,2.0,5,0,0,0
2013,Schwere Körperverletzung (Art. 122),männlich,   Eltern-Kind-Beziehung,,,,,14,0,3.0,3.0,3.0,3,2,0,0
2013,Schwere Körperverletzung (Art. 122),männlich,   andere Verwandtschaftsbeziehung,,,,,5,0,1.0,2.0,2.0,0,0,0,0
2013,Schwere Körperverletzung (Art. 122),weiblich,Alle,,,,,18,0,0.0,7.0,2.0,6,3,0,0
2013,Schwere Körperverletzung (Art. 122),weiblich,   Partnerschaft,,,,,9,0,0.0,3.0,1.0,3,2,0,0
2013,Schwere Körperverletzung (Art. 122),weiblich,   ehemalige Partnerschaft,,,,,5,0,0.0,2.0,1.0,2,0,0,0
2013,Schwere Körperverletzung (Art. 122),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Schwere Körperverletzung (Art. 122),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Einfache Körperverletzung (Art. 123),Total,Alle,1927.0,2190.0,22.0,269.0,2062,0,87.0,482.0,666.0,512,232,61,19
2013,Einfache Körperverletzung (Art. 123),männlich,Alle,,,,,1641,0,66.0,399.0,504.0,399,202,51,18
2013,Einfache Körperverletzung (Art. 123),männlich,   Partnerschaft,,,,,1010,0,12.0,240.0,327.0,254,130,32,13
2013,Einfache Körperverletzung (Art. 123),männlich,   ehemalige Partnerschaft,,,,,349,0,19.0,98.0,110.0,79,38,4,1
2013,Einfache Körperverletzung (Art. 123),männlich,   Eltern-Kind-Beziehung,,,,,177,0,21.0,28.0,43.0,57,19,8,1
2013,Einfache Körperverletzung (Art. 123),männlich,   andere Verwandtschaftsbeziehung,,,,,161,0,16.0,47.0,41.0,24,20,10,3
2013,Einfache Körperverletzung (Art. 123),weiblich,Alle,,,,,421,0,21.0,83.0,162.0,113,30,10,1
2013,Einfache Körperverletzung (Art. 123),weiblich,   Partnerschaft,,,,,244,0,4.0,51.0,109.0,59,15,6,0
2013,Einfache Körperverletzung (Art. 123),weiblich,   ehemalige Partnerschaft,,,,,72,0,5.0,12.0,29.0,21,4,1,0
2013,Einfache Körperverletzung (Art. 123),weiblich,   Eltern-Kind-Beziehung,,,,,70,0,7.0,12.0,20.0,25,5,0,1
2013,Einfache Körperverletzung (Art. 123),weiblich,   andere Verwandtschaftsbeziehung,,,,,41,0,5.0,9.0,7.0,10,6,3,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Tätlichkeiten (Art. 126),Total,Alle,4102.0,4798.0,0.0,1494.0,4364,0,177.0,1040.0,1336.0,1159,478,123,51
2013,Tätlichkeiten (Art. 126),männlich,Alle,,,,,3365,0,130.0,779.0,1005.0,896,405,107,43
2013,Tätlichkeiten (Art. 126),männlich,   Partnerschaft,,,,,2215,0,28.0,488.0,701.0,616,273,81,28
2013,Tätlichkeiten (Art. 126),männlich,   ehemalige Partnerschaft,,,,,684,0,24.0,223.0,229.0,142,53,8,5
2013,Tätlichkeiten (Art. 126),männlich,   Eltern-Kind-Beziehung,,,,,411,0,50.0,57.0,78.0,147,68,8,3
2013,Tätlichkeiten (Art. 126),männlich,   andere Verwandtschaftsbeziehung,,,,,205,0,33.0,45.0,44.0,38,24,12,9
2013,Tätlichkeiten (Art. 126),weiblich,Alle,,,,,999,0,47.0,261.0,331.0,263,73,16,8
2013,Tätlichkeiten (Art. 126),weiblich,   Partnerschaft,,,,,596,0,16.0,163.0,228.0,139,38,8,4
2013,Tätlichkeiten (Art. 126),weiblich,   ehemalige Partnerschaft,,,,,180,0,10.0,60.0,49.0,46,13,2,0
2013,Tätlichkeiten (Art. 126),weiblich,   Eltern-Kind-Beziehung,,,,,169,0,18.0,19.0,47.0,67,14,3,1
2013,Tätlichkeiten (Art. 126),weiblich,   andere Verwandtschaftsbeziehung,,,,,76,0,5.0,22.0,17.0,15,9,5,3
2013,Aussetzung (Art. 127),Total,Alle,6.0,6.0,0.0,0.0,7,0,2.0,2.0,1.0,0,1,1,0
2013,Aussetzung (Art. 127),männlich,Alle,,,,,4,0,1.0,1.0,0.0,0,1,1,0
2013,Aussetzung (Art. 127),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),männlich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Aussetzung (Art. 127),weiblich,Alle,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Aussetzung (Art. 127),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2013,Aussetzung (Art. 127),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2013,Gefährdung Leben (Art. 129),Total,Alle,84.0,90.0,2.0,6.0,85,0,3.0,18.0,25.0,22,11,5,1
2013,Gefährdung Leben (Art. 129),männlich,Alle,,,,,75,0,2.0,15.0,21.0,21,10,5,1
2013,Gefährdung Leben (Art. 129),männlich,   Partnerschaft,,,,,47,0,0.0,7.0,15.0,15,8,2,0
