Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_beschuldigter_Personen_Total,<10 Jahre,10 - 14 Jahre,15 - 17 Jahre,17 - 19 Jahre,20 - 24 Jahre,25 - 29 Jahre,30 - 34 Jahre,35 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2013,Verleumdung (Art. 174),weiblich,Alle,,,,,61,0,0,1,1,3,5,5,12,23,7,3,1
2013,Verleumdung (Art. 174),weiblich,   Partnerschaft,,,,,8,0,0,0,1,0,0,0,3,2,2,0,0
2013,Verleumdung (Art. 174),weiblich,   ehemalige Partnerschaft,,,,,32,0,0,0,0,2,4,5,4,14,3,0,0
2013,Verleumdung (Art. 174),weiblich,   Eltern-Kind-Beziehung,,,,,5,0,0,1,0,1,0,0,1,1,0,1,0
2013,Verleumdung (Art. 174),weiblich,   andere Verwandtschaftsbeziehung,,,,,16,0,0,0,0,0,1,0,4,6,2,2,1
2013,Beschimpfung (Art. 177),Total,Alle,2200.0,2391.0,1.0,497.0,2305,0,10,48,56,236,283,333,338,608,273,87,33
2013,Beschimpfung (Art. 177),männlich,Alle,,,,,1821,0,8,35,42,177,219,267,258,490,224,76,25
2013,Beschimpfung (Art. 177),männlich,   Partnerschaft,,,,,923,0,0,4,10,59,119,150,138,269,118,40,16
2013,Beschimpfung (Art. 177),männlich,   ehemalige Partnerschaft,,,,,646,0,0,7,16,83,90,102,98,162,66,19,3
2013,Beschimpfung (Art. 177),männlich,   Eltern-Kind-Beziehung,,,,,161,0,5,19,11,25,12,10,10,43,22,4,0
2013,Beschimpfung (Art. 177),männlich,   andere Verwandtschaftsbeziehung,,,,,158,0,4,7,7,19,10,11,20,36,24,14,6
2013,Beschimpfung (Art. 177),weiblich,Alle,,,,,484,0,2,13,14,59,64,66,80,118,49,11,8
2013,Beschimpfung (Art. 177),weiblich,   Partnerschaft,,,,,232,0,0,0,4,18,38,43,51,54,18,3,3
2013,Beschimpfung (Art. 177),weiblich,   ehemalige Partnerschaft,,,,,142,0,0,5,5,26,19,14,22,35,15,1,0
2013,Beschimpfung (Art. 177),weiblich,   Eltern-Kind-Beziehung,,,,,43,0,2,7,2,5,0,5,4,13,4,1,0
2013,Beschimpfung (Art. 177),weiblich,   andere Verwandtschaftsbeziehung,,,,,77,0,0,1,3,11,7,7,5,19,13,6,5
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),Total,Alle,672.0,679.0,0.0,170.0,650,0,1,6,11,84,86,103,100,168,66,17,8
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,Alle,,,,,553,0,1,6,8,68,78,89,88,145,51,14,5
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Partnerschaft,,,,,67,0,0,0,0,9,7,11,16,17,5,1,1
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   ehemalige Partnerschaft,,,,,453,0,0,5,7,59,67,75,67,120,40,9,4
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Eltern-Kind-Beziehung,,,,,11,0,0,0,1,0,1,0,1,6,1,1,0
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   andere Verwandtschaftsbeziehung,,,,,34,0,1,1,1,0,4,6,6,5,7,3,0
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,Alle,,,,,97,0,0,0,3,16,8,14,12,23,15,3,3
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Partnerschaft,,,,,12,0,0,0,1,1,0,3,4,2,1,0,0
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   ehemalige Partnerschaft,,,,,64,0,0,0,2,10,8,9,7,14,11,2,1
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Eltern-Kind-Beziehung,,,,,7,0,0,0,0,1,0,0,0,3,1,1,1
2013,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   andere Verwandtschaftsbeziehung,,,,,17,0,0,0,0,5,0,2,2,5,2,0,1
2013,Drohung (Art. 180),Total,Alle,3951.0,4244.0,6.0,754.0,3920,0,10,77,72,366,523,645,583,997,472,134,34
2013,Drohung (Art. 180),männlich,Alle,,,,,3398,0,10,64,60,320,451,560,498,860,418,119,31
2013,Drohung (Art. 180),männlich,   Partnerschaft,,,,,1797,0,0,8,12,126,237,306,277,504,246,64,17
2013,Drohung (Art. 180),männlich,   ehemalige Partnerschaft,,,,,1181,0,0,10,24,147,176,219,193,267,111,27,7
2013,Drohung (Art. 180),männlich,   Eltern-Kind-Beziehung,,,,,304,0,4,35,12,32,26,23,25,92,41,11,3
2013,Drohung (Art. 180),männlich,   andere Verwandtschaftsbeziehung,,,,,309,0,6,14,13,31,38,44,33,56,40,22,5
2013,Drohung (Art. 180),weiblich,Alle,,,,,522,0,0,13,12,46,72,85,85,137,54,15,3
2013,Drohung (Art. 180),weiblich,   Partnerschaft,,,,,266,0,0,0,3,20,41,50,50,72,21,8,1
2013,Drohung (Art. 180),weiblich,   ehemalige Partnerschaft,,,,,132,0,0,2,6,10,20,22,26,31,15,0,0
2013,Drohung (Art. 180),weiblich,   Eltern-Kind-Beziehung,,,,,60,0,0,10,1,4,2,8,5,23,6,1,0
2013,Drohung (Art. 180),weiblich,   andere Verwandtschaftsbeziehung,,,,,77,0,0,2,2,12,9,6,8,17,13,6,2
2013,Nötigung (Art. 181),Total,Alle,714.0,731.0,51.0,146.0,708,0,0,11,18,83,96,107,91,179,90,25,8
2013,Nötigung (Art. 181),männlich,Alle,,,,,627,0,0,9,18,76,91,100,80,146,76,24,7
2013,Nötigung (Art. 181),männlich,   Partnerschaft,,,,,284,0,0,3,6,23,51,45,34,77,31,11,3
2013,Nötigung (Art. 181),männlich,   ehemalige Partnerschaft,,,,,278,0,0,3,7,45,37,53,37,53,32,9,2
2013,Nötigung (Art. 181),männlich,   Eltern-Kind-Beziehung,,,,,37,0,0,1,2,6,1,3,7,11,6,0,0
2013,Nötigung (Art. 181),männlich,   andere Verwandtschaftsbeziehung,,,,,43,0,0,2,3,4,4,4,4,9,7,4,2
2013,Nötigung (Art. 181),weiblich,Alle,,,,,81,0,0,2,0,7,5,7,11,33,14,1,1
2013,Nötigung (Art. 181),weiblich,   Partnerschaft,,,,,27,0,0,0,0,3,1,3,6,8,5,0,1
2013,Nötigung (Art. 181),weiblich,   ehemalige Partnerschaft,,,,,27,0,0,1,0,3,1,3,4,13,2,0,0
2013,Nötigung (Art. 181),weiblich,   Eltern-Kind-Beziehung,,,,,12,0,0,1,0,0,1,0,1,8,0,1,0
2013,Nötigung (Art. 181),weiblich,   andere Verwandtschaftsbeziehung,,,,,15,0,0,0,0,1,2,1,0,4,7,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",Total,Alle,2.0,2.0,1.0,0.0,3,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,Alle,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),Total,Alle,111.0,117.0,1.0,13.0,128,0,0,2,2,16,29,12,17,35,11,3,1
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,Alle,,,,,113,0,0,2,2,14,29,12,15,27,9,2,1
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   Partnerschaft,,,,,57,0,0,2,0,7,16,7,7,13,3,1,1
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   ehemalige Partnerschaft,,,,,26,0,0,0,0,7,7,3,4,3,1,1,0
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   Eltern-Kind-Beziehung,,,,,17,0,0,0,2,1,3,0,2,7,2,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),männlich,   andere Verwandtschaftsbeziehung,,,,,18,0,0,0,0,0,5,2,3,5,3,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,Alle,,,,,15,0,0,0,0,2,0,0,2,8,2,1,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Partnerschaft,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Eltern-Kind-Beziehung,,,,,6,0,0,0,0,0,0,0,0,5,1,0,0
2013,Freiheitsberaubung und Entführung (Art. 183),weiblich,   andere Verwandtschaftsbeziehung,,,,,6,0,0,0,0,0,0,0,2,2,1,1,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),Total,Alle,1.0,1.0,0.0,0.0,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),Total,Alle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Geiselnahme (Art. 185),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),Total,Alle,254.0,300.0,1.0,83.0,254,0,18,11,10,16,21,24,35,72,28,11,8
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,Alle,,,,,240,0,18,11,10,16,20,22,31,67,26,11,8
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Partnerschaft,,,,,18,0,0,0,5,8,5,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   ehemalige Partnerschaft,,,,,7,0,0,1,3,2,0,1,0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Eltern-Kind-Beziehung,,,,,132,0,0,0,0,1,9,15,26,55,22,4,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   andere Verwandtschaftsbeziehung,,,,,85,0,18,10,2,5,6,6,6,13,4,7,8
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,Alle,,,,,14,0,0,0,0,0,1,2,4,5,2,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Eltern-Kind-Beziehung,,,,,12,0,0,0,0,0,1,1,4,5,1,0,0
2013,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),Total,Alle,2.0,2.0,0.0,0.0,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,Alle,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),Total,Alle,137.0,145.0,7.0,43.0,129,0,3,4,2,16,12,18,19,34,10,8,3
2013,Sexuelle Nötigung (Art. 189),männlich,Alle,,,,,128,0,2,4,2,16,12,18,19,34,10,8,3
2013,Sexuelle Nötigung (Art. 189),männlich,   Partnerschaft,,,,,75,0,0,1,2,9,9,12,11,21,3,6,1
2013,Sexuelle Nötigung (Art. 189),männlich,   ehemalige Partnerschaft,,,,,27,0,0,2,0,6,1,5,3,7,2,0,1
2013,Sexuelle Nötigung (Art. 189),männlich,   Eltern-Kind-Beziehung,,,,,18,0,0,0,0,1,1,1,4,5,5,1,0
2013,Sexuelle Nötigung (Art. 189),männlich,   andere Verwandtschaftsbeziehung,,,,,10,0,2,1,0,0,1,0,2,2,0,1,1
2013,Sexuelle Nötigung (Art. 189),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Nötigung (Art. 189),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Nötigung (Art. 189),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Vergewaltigung (Art. 190),Total,Alle,215.0,218.0,11.0,68.0,205,0,1,4,10,20,31,30,31,49,24,5,0
2013,Vergewaltigung (Art. 190),männlich,Alle,,,,,204,0,1,4,10,19,31,30,31,49,24,5,0
2013,Vergewaltigung (Art. 190),männlich,   Partnerschaft,,,,,124,0,0,1,3,7,24,17,19,32,18,3,0
2013,Vergewaltigung (Art. 190),männlich,   ehemalige Partnerschaft,,,,,61,0,0,1,5,11,7,10,9,12,5,1,0
2013,Vergewaltigung (Art. 190),männlich,   Eltern-Kind-Beziehung,,,,,9,0,0,0,0,0,1,1,3,3,1,0,0
2013,Vergewaltigung (Art. 190),männlich,   andere Verwandtschaftsbeziehung,,,,,12,0,1,2,2,1,0,2,1,2,0,1,0
2013,Vergewaltigung (Art. 190),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Vergewaltigung (Art. 190),weiblich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Vergewaltigung (Art. 190),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Vergewaltigung (Art. 190),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Vergewaltigung (Art. 190),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Schändung (Art. 191),Total,Alle,21.0,24.0,0.0,5.0,20,0,1,1,0,2,1,2,4,4,3,2,0
2013,Schändung (Art. 191),männlich,Alle,,,,,19,0,1,1,0,2,0,2,4,4,3,2,0
2013,Schändung (Art. 191),männlich,   Partnerschaft,,,,,4,0,0,0,0,1,0,0,0,1,1,1,0
2013,Schändung (Art. 191),männlich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Schändung (Art. 191),männlich,   Eltern-Kind-Beziehung,,,,,8,0,0,0,0,1,0,0,4,2,1,0,0
2013,Schändung (Art. 191),männlich,   andere Verwandtschaftsbeziehung,,,,,6,0,1,0,0,0,0,2,0,1,1,1,0
2013,Schändung (Art. 191),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Schändung (Art. 191),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Schändung (Art. 191),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Schändung (Art. 191),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Schändung (Art. 191),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),Total,Alle,5.0,5.0,0.0,0.0,5,0,0,0,0,0,0,0,1,2,1,0,1
2013,Ausnützung der Notlage (Art. 193),männlich,Alle,,,,,5,0,0,0,0,0,0,0,1,2,1,0,1
2013,Ausnützung der Notlage (Art. 193),männlich,   Partnerschaft,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2013,Ausnützung der Notlage (Art. 193),männlich,   ehemalige Partnerschaft,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2013,Ausnützung der Notlage (Art. 193),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ausnützung der Notlage (Art. 193),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),Total,Alle,45.0,45.0,0.0,7.0,45,0,0,2,0,2,6,7,5,11,9,1,2
2013,Sexuelle Belästigungen (Art. 198),männlich,Alle,,,,,44,0,0,2,0,2,6,7,5,11,8,1,2
2013,Sexuelle Belästigungen (Art. 198),männlich,   Partnerschaft,,,,,11,0,0,2,0,0,2,1,1,1,4,0,0
2013,Sexuelle Belästigungen (Art. 198),männlich,   ehemalige Partnerschaft,,,,,21,0,0,0,0,2,4,4,1,7,2,1,0
2013,Sexuelle Belästigungen (Art. 198),männlich,   Eltern-Kind-Beziehung,,,,,7,0,0,0,0,0,0,2,1,2,2,0,0
2013,Sexuelle Belästigungen (Art. 198),männlich,   andere Verwandtschaftsbeziehung,,,,,5,0,0,0,0,0,0,0,2,1,0,0,2
2013,Sexuelle Belästigungen (Art. 198),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Belästigungen (Art. 198),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Sexuelle Belästigungen (Art. 198),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sexuelle Belästigungen (Art. 198),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),Total,Alle,2.0,2.0,0.0,0.0,9,0,0,0,0,0,2,2,2,0,1,2,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,Alle,,,,,8,0,0,0,0,0,2,2,2,0,0,2,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   andere Verwandtschaftsbeziehung,,,,,6,0,0,0,0,0,2,2,2,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2013,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Total Häusliche Gewalt,Total,Alle,8474.0,15650.0,127.0,3827.0,8609,0,60,179,216,751,1127,1320,1237,2207,1030,333,139
2014,Total Häusliche Gewalt,männlich,Alle,,,,,6753,0,47,128,171,599,868,1003,932,1745,846,286,118
2014,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,3533,0,0,8,34,264,487,612,547,932,422,163,64
2014,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,1987,0,2,23,65,214,290,320,278,511,218,53,10
2014,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,929,0,15,69,50,77,69,69,90,300,145,29,15
2014,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,717,0,31,36,32,78,70,70,68,128,116,50,32
2014,Total Häusliche Gewalt,weiblich,Alle,,,,,1856,0,13,51,45,152,259,317,305,462,184,47,21
2014,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,893,0,0,6,10,89,148,170,158,215,76,14,7
2014,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,461,0,0,10,10,39,65,82,79,127,43,6,0
2014,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,305,0,10,23,12,13,20,44,57,78,33,7,8
2014,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,252,0,3,16,14,14,31,31,21,56,38,20,8
2014,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,21.0,23.0,0.0,0.0,23,0,0,0,0,1,3,3,5,2,5,4,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,19,0,0,0,0,1,2,3,5,1,4,3,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,7,0,0,0,0,0,0,0,1,1,2,3,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,6,0,0,0,0,0,0,1,3,0,2,0,0
2014,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,5,0,0,0,0,1,1,1,2,0,0,0,0
